id,clean_comment,Label_API,Person_1,Person_2,emotion
6081,tôi rất thích sinh tồn và hâm mộ anh ấy tinh thần sắt đá,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6082,thật cảm động cho sự cố gắng này vỗ tay❤,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6083,phim này xem mấy năm trước vẫn in sâu trong đầu,"sadness, surprise","sadness, surprise, other","sadness, surprise, other","sadness, surprise, other"
6084,"bị coi 911 nhiều quá xong qua đây tới lúc bị rớt, đợi ổng gọi 911 lại cứu . xong nhìn lại tên mới thấy sai quá sai 🤣","surprise, enjoyment, other","surprise, enjoyment","surprise, enjoyment","surprise, enjoyment"
6085,ôi chúa rủ lòng thương và phù hộ cho người đàng ông này,other,other,other,other
6086,nhóm mình ròm 6ng lúc 3 năm trước nhóm mình đi leo núi ở sa mặc cg giống thanh niên kia bạn mình bị lọt qua khe đá 5 đứa cố kéu bạn mình lên hên có 5 đứa chứ không 2 đứa là chết luôn 😊,"enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other"
6087,phim quá hay . good chop tui 1 bài học khi đi thám hiểm hay cắm trại,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6088,"6:07 vào lúc anh sắp bị chết đuối, thì hòn đá do lực đẩy asimet dần dần bị bung ra:)","surprise, fear","surprise, fear","surprise, fear","surprise, fear"
6089,"tôi thấy nể mấy bạn chơi parkout, leo núi, lướt sóng, nhảy dù! kêu tôi lên đu quay mạo hiểm quay vòng vòng không sao, chứ kêu tôi leo lên núi bằng dây và các cái móc tôi chịu ấy! nhìn đã khiếp!","surprise, fear, disgust, other","surprise, fear, disgust, other","surprise, fear, disgust, other","surprise, fear, disgust, other"
6090,"tình tiết phim 442003, tình cờ mình lướt xem review phim này vào 442023 =))","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6091,"rất nhiều lần mình bật khóc khi làm sai đề toán đã giải nhiều lần, học mãi vẫn quên cấu trúc ngữ pháp tiếng anh, nghĩ đến xuất phát điểm của bản thân và bạn bè lại càng cảm thấy tự ti xen lẫn sự xấu hổ . mình biết việc học là một chặng hành trình dài và không dễ đi . nhưng nếu chinh phục được ta sẽ tự hào và biết ơn bản thân vì đã không ngừng nỗ lực và tiến về phía trước . cảm ơn những chia sẻ gần gũi của vừng . chúc cho chúng ta sẽ tỏa sáng với ước mơ của mình🥰","sadness, enjoyment, other","sadness, enjoyment, other","sadness, enjoyment, other","sadness, enjoyment, other"
6092,"cảm ơn vừng nhiều lắm . năm nay em thi đại học, còn gồng gánh cả ielts và hsg nên lúc nào cũng muốn ngã gục hết . thấy mình nhỏ bé và tầm thường vô cùng luôn í. lúc gõ những dòng này là lúc em vừa thi giữa học kì, cảm thấy nhẹ nhõm lắm vừng ạ","sadness, disgust, surprise, other","sadness, fear, disgust, other","sadness, disgust, surprise, other","sadness, disgust, surprise, other"
6093,"xem video chị vừng mà em lại ngẫm ra định luật bảo toàn lực, áp lực chuyển hóa thành động lực lun cảm ơn chị nhá và chúc các bạn đọc được comment này thành công nha (* ≧ω≦ *)","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other"
6094,"em cảm ơn chị vừng em đang là sinh viên năm nhất của ngành na, nghe vừng chia sẻ em cảm thấy nhẹ nhõm hơn . nhờ vừng em đã có động lực hơn nữa em sẽ cố gắng tự tin học tiếp ielts và ngành em học hơn nữa","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6095,cảm ơn vừng rất nhiều . tự nhiên có duyên được xem video này . có những giai đoạn mình đã nỗ lực rất nhiều như thế nhưng cũng có những năm mình đã để nó trôi vô nghĩa . lập trình lại mục tiêu và tiến lên phía trước nào . cố lên nào các bạn tôi ơi 🥰,"enjoyment, sadness, other","enjoyment, sadness, other","enjoyment, sadness, other","enjoyment, sadness, other"
6096,"bài học của mình là không so sánh thành tích của bản thân với người khác, không so sánh cách học của mình với người khác . xưa thấy mấy bạn thức khuya học bài, mình cũng kiểu thấy bản thân kém cỏi nên cũng cố thức để đuổi theo rồi từ từ mình bị thiếu giấc và mệt, giờ giấc sinh học mình loạn lên và bắt đầu bị stres . nên mình đã bỏ hết kệ bà mấy đứa kia, tôi học theo cách của tôi, học cái giờ tui cảm thấy hiệu quả nhất . và không phải lúc nào mình cũng học ý, mình tập thể dục nữa, tập xong thấy não nó được fresh hẳn ý, học nó vô não lắm.","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other"
6097,"mong vừng thường xuyên ra những video thủ thỉ như này, mình cũng đang bắt đầu cuộc sống du học ở hàn, các bạn xung quanh đều rất giỏi và chăm . mình đã stress và down mood trong những tuần đầu tiên bắt đầu kì học . video này của vừng thật sự có ý nghĩa đối với mình . cảm ơn vừng nhiều lắm <3","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other"
6098,"bản thân mình thật sự mai mắn khi gặp được video này của chị . em vừa kiểm tra cuối kì môn văn 3.5 một con số thấp và khiến bản thân em cảm thấy thật tệ, cuối lớp luôn ạ . khi đó ở lớp 9 em là hsg văn và con điểm ấy thật sự rất sốc với một người luôn tự tin về môn văn như vậy . cảm ơn video này em cảm thấy được an ủi và động viên","sadness, enjoyment, surprise","sadness, enjoyment, surprise","sadness, enjoyment, surprise","sadness, enjoyment, surprise"
6099,"cảm ơn vừng đã làm video này, nó thật sự đã truyền truyền động lực và giúp mình suy nghĩ lại về những rảo cản tâm lý mình đặt ra cho bản thân . xem xong video của vừng mình cảm thấy thoái mái hơn rất nhiều . chúc vừng sẽ luôn thành công trên con đường của mình> 3","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6100,"những video của chị dù ít hay nhiều đều lan tỏa động lực giúp em cố gắng hơn:"") mong chị ra nhiều video hơn sau khi thi ạ, không cần những video chỉnh sửa tỉ mỉ, những video ngồi tâm sự như này đã hay lắm rồi ạ!","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6101,"cảm ơn chị rất nhiều ạ, nhờ chị em cảm thấy bản thân mình không còn quá bị gò bó bởi áp lực ở trường học nữa, chúc chị thành công trong tương lai chị nhé <3","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6102,"ngưỡng mộ chị thật đấy, mong chị ra nhiều nhiều video để tụi em có thêm động lực học tập",enjoyment,enjoyment,enjoyment,enjoyment
6103,"mình rất biết ơn khi gặp được ví dụ này của vừng . mình vừa trải qua một thời gian khá là khó khăn nên muốn chia sẻ với mọi người một tí . mình đang học 12, đã xác định được đam mê cũng như ngành học yêu thích của mình, cũng có rất nhiều động lực để cố gắng . nhưng bây giờ mình mới bắt đầu vào học để ôn thi . trước đây mình luôn ở trong trạng thái tự dằn vặt bản thân mình . mình áp lực đồng trang lứa, các bạn của mình mặc dù trước đây họ học kém hơn nhưng bây giờ thì đã bỏ xa mình rất nhiều . mình cứ chìm trong suy nghĩ tại sao lúc trước mình học giỏi như vậy nhưng mà bây giờ gặp bài toán dạng thông hiểu-vận dụng mình cũng không làm được . hơn nữa, mặc dù mình đã làm dạng toán đó rất ổn nhưng mà vào thi thì lại không làm được, khiến cho điểm kiểm tra của mình rất là thấp . mặc dù làm đẹp học bạ không phải là mục tiêu của mình nhưng mình cứ nghĩ nếu kiểm tra trên trường mình không làm được thì lúc thi đại học sẽ như thế nào? . cứ chìm trong những suy nghĩ đó ngày qua ngày khiến mình bỏ lỡ rất nhiều thời gian học tập quý giá . bây giờ mình vẫn chưa thoát khỏi hoàn toàn nhưng mình biến những áp lực đó thành động lực để mình cố gắng từng ngày . mình đang lập nên một thời gian biểu, cũng như cố gắng dậy sớm hơn . mặc dù điểm xuất phát của mình trễ hơn nhưng mình phải cố gắng ngay bây giờ, không phải để chiến thắng ai hết mà chỉ là chiến thắng bản thân của mình . hy vọng bạn nào đang mắc phải tình trạng giống mình thì có thể vượt qua nhé 😉 tiện thể thì anh chị nào đã từng học hoặc đang học online toán thì có thể rcm cho em một thầy ổn với ạ, kiểu thầy dạy livestream theo từng bài và phân dạng cụ thể chứ không phải mình đăng kí rồi thầy đưa cho mình một khóa học để mình tự học ý. em cảm ơn mọi người rất nhiều","sadness, enjoyment, other","sadness, fear, enjoyment, other","sadness, enjoyment, other","sadness, enjoyment, other"
6104,vừng nên làm thêm nhiều video tâm lý như thế này dạng chia sẻ chuyện học tập điểm số trở ngại đi . thực sự mình cũng bằng tuổi vừng và đang học uni bên mỹ lun nên những gì vừng nói mình relate cực kỳ lun . cám ơn vừng vì những lời khuyên chân thành này nha! i really appreciate it!! ❤️,"enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other"
6105,cảm ơn chị vừng nhiều lắm ạ! em lúc nào cũng nghĩ mình phải cố gắng nhiều hơn nữa vì có rất nhiều người ngoài kia giỏi hơn mình rồi cùng lúc gồng gánh mọi thứ . nhưng khi xem được vid này em cảm thấy nhẹ nhõm hơn nhiều lắm ạ ❤️,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise, other","enjoyment, surprise, other"
6106,"video này hiện lên ngay lúc em cảm thấy cực kì bế tắc về điểm số không tốt của mình, hơn nữa đây là thời điểm quan trọng để em thi đại học nên em đã lo lắng và áp lực rất nhiều, nhờ những lời khuyên của chị nên em cảm thấy thoải mái hơn nhiều lắm, cảm ơn chị nhiều nha","fear, enjoyment, surprise, other","fear, enjoyment, surprise, other","fear, enjoyment, surprise, other","fear, enjoyment, surprise, other"
6107,"em cũng đang trải qua những áp lực của tuổi sinh viên y hệt như chị nói . tất cả đều là những cảm xúc tiêu cực, tự ti về xuất phát điểm, luôn cảm thấy mình rất kém cỏi bởi vì xung quanh ai cũng cố gắng và giỏi hơn mình . luôn tạo ra những viễn cảnh mà đi quá với cái hoàn cảnh hiện tại và dằn vặt mình với cái điều đó . thật sự rất rất cảm ơn chị đã đem đến video đến em và mọi người🥰","sadness, fear, disgust, other","sadness, fear, disgust, other","sadness, fear, disgust, other","sadness, fear, disgust, other"
6108,"ba mẹ em cũng khá thoải mái giống ba mẹ vừng ạ, họ không bắt hay ép buộc em phải quá suất sắc . trong một vài kì thi trước, bằng sự tình cờ có cố gắng, em đứng thứ nhất . nó làm em rất vui, nhưng càng về sau em càng áp lực về thứ hạng hơn . em đã thả lỏng với bản thân hơn sau khi nghe chia sẻ của chị . cảm ơn chị nhiều 🥺","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other"
6109,"trước hết, em cảm ơn chị vừng rất nhiều vì đã ra lò 1 chiếc video siêu healing và thực sự hữu ích ạ. em thích cách chị dẫn dẳt và đưa thông tin đầy đủ để mình có cái nhìn bao quát, trọn vẹn hơn . tuy rằng em thử cách lập bảng song song vẫn hơi khó, em vẫn chưa biết nên viết gì để giải quyết được vấn đề của mình; song em cảm thấy đây cũng là 1 điều mới mẻ và hay ho đối với em, và em nghĩ việc này cũng sẽ giúp em nhiều trong tương lai . cảm ơn chị lần nữa, chúc chị một ngày vui vẻ ạ!","enjoyment, surprise, other","enjoyment, surprise","enjoyment, surprise, other","enjoyment, surprise, other"
6110,cảm ơn vừng nhiều lắm ạ. em đang mất động lực học tập và cảm thấy bản thân mình thật kém cỏi nhma coi vid chị xong lấy lại tinh thần luôn ạ. chúc kênh của vừng ngày càng phát triển ạ:33,"enjoyment, surprise","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other"
6111,"nói thật từ thời cấp 2 tới khi hết đại học, mình luôn có tâm lý là không thể nào mà mặc lặp quần áo, có khi 2 tháng cũng không bị lặp lại đồ, mình rất nhiều quần áo và giày dép . cho tới khi ra nước ngoài du học, cuộc sống độc thân đã dạy mình rằng: càng ít quần áo thì càng đỡ khổ, càng nhẹ thân . trong 2 năm mình chuyển nhà tới 5 lần . lần nào chuyển nhà, thứ đầu tiên mình dọn trước sang nhà mới đều là vali quần áo . thực sự quần áo luôn là thừa thãi, bạn bớt quần áo trong cả tuần cũng không ảnh hưởng tới sinh hoạt, nhưng bạn không chăn, không gối, không bát đũa, nồi niêu thì không sống được . giờ thì mình thay đổi hẳn thói quen mua sắm, mùa đông chỉ có 4 cái áo len hàng xịn, đẹp, ấm . mùa hè mấy đồ cơ bản basic hàng cotton hữu cơ, mặc đi làm cũng được, đi chơi cũng được, vẫn rất chất, bạn bè vẫn khen đồ mình phối . giờ 1 bộ chụp rồi up lên facebok vài lần cũng chả sao:) tủ đồ gọn nhẹ, thật là sung sướng!","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other"
6112,"từ ngày em follow chị giang, em không biết rằng mình đã được học bao nhiêu điều cực kỳ tuyệt vời mà có lẽ sẽ không có ai chia sẻ trong cuộc sống này . em cảm ơn chị giang rất nhiều và chúc chị & gia đình ngày càng nhiều sức khỏe.🥰","enjoyment, other","enjoyment, other","enjoyment, other","enjoyment, other"
6113,"thực sự mà nói chị giang là 1 youtube mình respect nhất từ trước tới giờ, so với cả những youtuber thế giới luôn . cách chị giải trình rất là rõ ràng tỉ mỉ và dễ hiểu . lời chị nói khẳng định rất có trọng lượng, credibility và xúc tích với những research có ví dụ luôn . cảm ơn chị giang đã giải thích và educate bọn em: d mong chị làm nh content educational như thế này hơn ạ: d","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other"
6114,"mình thích cách dẫn dắt câu chuyện của giang, ở đức rất chú trọng sử dụng đồ tái chế và bảo vệ, thân thiện với môi trường","enjoyment, other","enjoyment, other","enjoyment, other","enjoyment, other"
6115,"hiếm thôi lắm mới có một vloger người việt chia sẻ về vấn đề này . mình làm trong ngành này và 2021 rồi, vấn đề đẹp trong thời trang nó là điều hiển nhiên rồi, chúng ta nên quan tâm đến nhiều hơn về hệ quả của thời trang, những thông điệp truyền tải, ý nghĩa . chỉ một suy nghĩ tích cực, chi tiết nhỏ thôi cũng làm môi trường, làm thế giới của chúng ta thay đổi . hãy để thời trang thay đổi không chỉ bên ngoài mà cả phần bên trong của bạn . cảm ơn chị giang rất nhiều: d",other,other,"enjoyment, surprise, other","enjoyment, surprise, other"
6116,"hồi mới vào sài gòn (cách đây 3 năm) em rất thích mua quần áo mới, nhưng sau nhiều clip chị giang nói về lối sống tối giản, sự tiết kiệm, tiêu dùng thông mình hợp lí, em đã thay đổi suy nghĩ của mình . yêu chị giang ❤️🔥","enjoyment, surprise, other","enjoyment, surprise","enjoyment, surprise, other","enjoyment, surprise, other"
6117,"cảm ơn chị giang vì đã bắt kịp những vấn đề của thế giới hiện tại và làm video thật hữu ích để chia sẽ cho mọi người để mọi người hiểu và đưa ra những giải pháp mà ai cũng có thể làm được . chị giang ơi, em vẫn thích nhất là được mặc đồ của bố mẹ em giữ lại, vẫn còn rất rất tốt và không lỗi mode luôn!! thế là em hưởng toàn bộ của bố mẹ và không phải mua gì nhiều, vừa tiết kiệm, vừa bảo vệ mội trường lại còn ấm áp vì nhiều kỉ niệm nữa!!","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other"
6118,"video của chị thật ý nghĩa . thời trang nhanh luôn có mặt tối là vì nhiều mặt hàng đẹp với giá cực rẻ thì dù cho nó làm từ vải sợi rẻ tiền thì họ vẫn mua rồi mặc một vài lần, và vứt . điều đó làm ảnh hưởng rất nhiều, từ thiên nhiên đến con người . như vậy, thay vì ham rẻ mà chọn những món đồ tưởng vô hại nhưng ảnh hưởng rất nặng, hãy chọn những món đồ dù khá đắt và tất nhiên có thể ảnh hưởng đến thiên nhiên và con người, lựa chọn thật kỹ những món đồ có thể tối giản nhưng bền và lâu dài . hãy biết lựa chọn kỹ càng và sử dụng những món đồ bền và sử dụng lâu dài, không nên mua quá nhiều đồ rẻ mà ""có hại"", trân trọng chúng và khuyên hãy nên có một tủ đồ thật tối giản nhưng bền vững . simple but sustainable . xin lỗi vì tiếng anh mình có thể không tốt, 😅 ngoài ra ta cũng có thể chọn những bộ đồ thông quá quá trình sản xuất thân thiện với môi trường và bền vững","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other"
6119,cảm ơn chị giang đã giúp em hiểu rõ hơn về thời trang nhanh và thời trang bền vững . chị kể chuyện mà em thấy nổi da gà luôn vì đôi khi thói quen tiêu dùng lãng phí của mình lại gây hại cho môi trường và người lao động nghèo khổ . từ nay em sẽ đi theo xu hướng thời trang bền vững . cảm ơn chị rất nhiều . yêu chị ❤,"enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other"
6120,"em nghĩ vấn nạn lao động tiêu cực chị giang nhắc đến trong video không hẳn là hệ quả của ngành thời trang nhanh . thực tế, khi nhu cầu thời trang ngày càng tăng cao thì nguồn cung cũng sẽ đẩy mạnh, để cung tăng thì cần có nhiều hơn nguồn lao động, điều đó đồng nghĩa với có nhiều cơ hội việc làm hơn cho mọi người . đây là một mặt tốt đó chứ ạ ^^ . theo quan điểm của em, nguyên nhân lớn của vấn nạn lao động tiêu cực này xuất phát từ hoạt động kém hiệu quả của nhà nước và pháp luật quốc gia đối với thị trường lao động chứ không phải do ngành công nghiệp thời trang nhanh . nhưng dù sao đi nữa, em cũng rất thích và rất ủng hộ thông điệp giảm thiểu tiêu thụ thời trang của chị vì mục đích bảo vệ môi trường ❤️","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other"
6121,"em khá may mắn khi là 1 con người thích sách . và vào năm lớp 7 em đã mua được 1 cuốn vô cùng hữu ích và em muốn khuyên mọi người đọc nó. ""lối sống tối giản của người nhật"". quyển sách này giúp mọi người sống hp hơn, nhẹ nhàng hơn . em vẫn luôn theo nó từ đó tới giờ ạ🙂","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6122,chị giang là người đã mở mang đầu óc cho không ít người và trong đó có cả em 😍,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6123,1 video nhân văn . đây mới là loại kiến thức cần được đưa vào dạy trong trường trung học chứ không phải mớ kiến thức trừu tượng mà học xong ra trường vứt.,other,other,other,other
6124,"từ lâu mình đã theo phong cách thời trang tối giản, áo thun quần jean mỗi 1 kiểu, đi làm lẫn đi chơi . ban đầu vì tiết kiệm, sau này biết thêm về tác hại của quần áo với môi trường mình càng tin mình làm đúng . kệ ai kêu mình nhàm chán, có 1 kiểu mặc quài . miễn mình thấy vui với lựa chọn của mình là được","enjoyment, other","enjoyment, other","enjoyment, other","enjoyment, other"
6125,"cảm ơn giang vì một video rất hay và hữu ich đây là comment nhỏ nhỏ vì mình là người làm ngành dệt may nhiều người nhầm lẫn polyester là nylon nhưng thực chất nylon là polyamide . cả 2 đều phổ biến trong dệt may, đều là sợi tổng hợp (từ dầu mỏ).","enjoyment, surprise",other,"enjoyment, surprise","enjoyment, surprise"
6126,"xem video của chị giang bt thêm nhiều thứ lắm luôn í ạ, vừa xem vừa trầm trồ, như kiểu vừa được khai sáng 1 điều gì đó . cảm giác như tư duy và nhận thức của giang to lớn và độc đáo lắm luôn . cảm ơn vì những kiến thức chị chia sẻ và mong rằng chị có thể làm thêm nhiều video thú vị thế này nx ạ <3","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other"
6127,mới chỉ có vài năm mà thấy chị giang thay đổi khác hẳn (theo mọt cách tích cực và trưởng thành hơn) từ bề ngoài tới content . cảm ơn chị vì những content rất ý nghĩa.,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6128,"nội dung của video hôm nay rất hữu ích . em thấy để có thể sản xuất một nội dung chất lượng như này cần nhiều hiểu biết và thời gian, em hy vọng có thể xem thêm nhiều nội dung bổ ích như này trên nền tảng youtube việt . mong chị luôn khỏe mạnh cả về thể chất và tinh thần để sản xuất tiếp . không cần đều đặn tuần 2 vid, lâu 1 chút nhưng có nội dung hữu ích như này là tốt lắm rồi ạ.","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6129,"em đồng ý với quan điểm của chị giang . từ lâu em nhận thấy việc biết đủ đem lại rất nhiều lợi ích, tiết kiệm và cuộc sống trở nên đơn giản hơn, đồng thời cũng bảo vệ môi trường nữa.","enjoyment, other","enjoyment, surprise, other","enjoyment, surprise","enjoyment, surprise"
6130,"cảm ơn chị giang . thật sự em lúc nào cũng tư tưởng phải reuse cái này recycle cái kia, rồi nghĩ xem phải mua những gì thì mới organic hay ecofriendly . cuối cùng lại không dùng được bao lâu mà lại tốn thêm tiền . video này cho em nhiều suy nghĩ lắm, mong chị và gia đình sẽ gặp may mắn và nhiều sức khỏe ạ!","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other"
6131,"em 2k1, là nam nhưng lại cực kỳ đam mê thời trang của nữ . em đi từ áo dài nữ, cho đến những cái đầm dạ hội rất lồng lộn may đo, đi cao gót rồi những chiếc corset, … . và hầu như hiện tại trong tủ đồ của em, 90% là trang phục của nữ (kể cả việc em có sử dụng bra). em cũng bắt đầu dùng toàn bộ outfits từ trong ra ngoài là nữ và không ngạc nhiên là ánh mắt đổ dồn vào em rất nhiều nhưng em không quan tâm kể cả việc ít nhiều khiến gia đình xấu hổ . nhưng qua video này của anh kiên em thật sự cảm thấy bản thân không còn quái dị về đầu óc 1 mình nữa mà đâu đó ngoài kia vẫn có người cùng tần số tư duy như mình . cảm ơn anh rất nhiều . +1 respect ❤","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other"
6132,"bổ ích quá, em thích câu này ghê 9:13 . khoảng 2 năm trước em cực kì ngại khi mặt quần wide fit, em không nghĩ là mình sẽ phối đồ cùng với nó để đi ra ngoài nhưng rồi em lấy hết dũng khí mặc ra ngoài được một lần là tự dưng em bị ghiền mặc em nó luôn anh ạ. cảm ơn anh kiên rất nhiều vì những gì anh đang làm, mong mọi người sẽ cởi mở và vui vẻ hơn nữa trong thời trang . ☺","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6133,"công nhận giai đoạn ông thay đổi từ menstyle kiểu cool ngầu sang fashion rồi đến những bộ váy nó nhanh một cách chóng mặt luôn . chỉ khoảng 1 thời gian không xem yt mà đến khi vào kênh ông bị sốc ngang luôn 🤣 . mặc dù có follow instagram nhưng chỉ nghĩ mấy bức hình là đang thử nghiệm thôi . nhưng mà đúng, có mặc thế nào thì vẫn là kp, vẫn là cái vibe của kp, vẫn có 1 cái gì đấy để anh em viewer học hỏi . luôn ủng hộ bro","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other"
6134,"em thích câu nói item dont make the fit, you do này . tại thời điểm em nâng tầm và học thêm kiến thức thời trang, thì cái quan trọng không phải outfits là gì hay trend thế nào mà khi em tự tin hơn trong phối chọn màu đơn giản là trắng và đen thì mình nhận ra học tập thay đổi là thứ cần thiết và đấy là tạo ra cho mình một cái sự tự tin, nên là những outfit đẹp chỉ khi bạn có tri thức và sự tự tin thì mình làm nên phong cách của riêng bản thân hơn","enjoyment, surprise, fear","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other"
6135,do chúng ta đang trên đường tìm hiểu bản thân và tìm hiểu về thời trang nên nhìn lại những gì đã mặc kiểu gì cũng không tránh khỏi việc thấy bản thân lúc đó có hơi không ưng mắt như tại thời điểm đó . em nghĩ việc theo trend cũng là một trong cái yếu tố dẫn đến việc trên (chỉ là một yếu tố nhỏ thui). yêu anh.,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6136,"có 1 khoảng thời gian bản thân mình rất thích oversize top skinny bottom trong khi bản thân mình không ốm, đùi to . mình nhận rất nhiều lời chê bai nma mình không quan tâm cho lắm . đến bây giờ khi thay đổi mindset về outfit đầu tư hơn thay đổi sang boxy top, flared botom, straight fit, wide fit thì thấy phù hợp với bản thân hơn . mình nhận ra hồi trước mình xấu như thế nào:)) but anyways cũng nhờ v mà mình dần phát triển được đến bây h và sẽ còn phát triển hơn trong tương lai.","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other"
6137,"nghe đến đoạn anh nói: ""khi đủ kiến thức và trải nghiệm thì sẽ vibing với những gì mình thích .."" em hiểu được điều mà mình luôn thắc mắc bấy lâu nay rằng tại sao ngắm nhìn thời trang đường phố bên nước ngoài lại đã mắt và ngấm như vậy, kể cả khi họ ăn mặc không cầu kì, cơ bản thôi! đó là từ tư duy, kiến thức và phong cách sống mới tạo ra những con người có cái nhìn chuẩn mực và cuốn hút như vậy!! quyết định follow anh kể từ video này!!","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise","enjoyment, surprise"
6138,"anh kiên đúng kiểu tiến bộ với phát triển hẳn lên ý. ngày trước xem mấy fit của anh nó chưa đủ độ đặc biệt giống như kiểu ai cũng có thể mặc giống anh ngoài kia . nên lúc đó chưa subscribe . nma giờ mấy fit của anh nó có một độ nghệ, độ chơi thời trang nhất định, kiểu chỉ anh kiên mới mặc như này . thành ra giờ vid nào của anh kiên em cũng xem hết 😌","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6139,"em cũng theo dõi anh từ rất lâu rồi nhưng lúc trước cũng không có gì ấn tượng mấy, từ lúc mà anh thay đổi cách nhìn là em thấy rất cuốn luôn mặc dù phải công nhận là sự thay đổi này nó đi khá nhanh, thực sự em cũng học hỏi được rất nhiều thứ . ra thêm nhiều con vid thật cháy anh nhé.","surprise, enjoyment, other","surprise, enjoyment, other","surprise, enjoyment, other","surprise, enjoyment, other"
6140,"lúc trước mình có xem kiên qua kênh tiktok, nói thật thì mình hoàn toàn không có ấn tượng về kiên, nhưng bằng 1 cách nào đó thì bây giờ và mỗi ngày mình đều vào xem ít 1 video của kiên . và mình ngày càng khâm phục bạn . cảm ơn kiên về những điều đã chia sẽ . chúc kiên có được nhiều sức khỏe và luôn giữ được tinh thân như thế này nhé .hẹn gặp bạn ở những video tiếp theo .god luck","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other"
6141,"anh làm video về cách phối đồ dress down- mặc giữa formal với casual á, cách để phối đồ như thế nhưng không vi phạm những nguyên tắc cơ bản, em thấy đang lấn cấn vì nó","sadness, fear, surprise","sadness, fear, surprise","sadness, fear, surprise","sadness, fear, surprise"
6142,"không cần biết bạn theo style nào, bạn cần có trải nghiệm và kiến thức nhiều hơn nữa",other,other,other,other
6143,em rất thích ý tưởng của anh quá chất ❤,"enjoyment, surprise","enjoyment, surprise",enjoyment,enjoyment
6144,"thật ra không có nền móng kiên phạm ngày xưa, thì sẽ không có kiên ngày hôm nay . mình nghĩ ai cũng từ ăn mặc ổn lên đến tầm col.",other,other,other,other
6145,"video này bổ ích quá, dạo này content rất hay nha anh . keep it up bro!","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6146,anh làm video về những món tâm đắc của anh trong mid tier đi anh,other,other,other,other
6147,có ai bt chỗ mua jacket đen của anh kienpham không mình thích cái áo đó quá tôi,"enjoyment, surprise",other,"enjoyment, surprise","enjoyment, surprise"
6148,bro hướng dẫn phối đồ với cây strat japan đi =))))),enjoyment,enjoyment,enjoyment,enjoyment
6149,"cảm ơn anh, kiến thức rất bổ ích",enjoyment,enjoyment,enjoyment,enjoyment
