cid,text,time,author,channel,votes,heart
,,,,,,
Ugw6srFBSAqDfj60Z_J4AaABAg,Phim hay,4 tháng trước,Hà Hồng,UCaZNS7zDvVpz_VZIbpVUzTg,0,FALSE
,,,,,,
UgxYZcfTBEYhgYAcrCB4AaABAg,coi mà nổi điên con bạn gái đầu phim,7 ngày trước,Hằng Võ,UCKsNjDTygeZXTgSGxF-Cybg,0,FALSE
,,,,,,
UgzK_j5Z-TX1hEneGbl4AaABAg,Phim này có phải phim zombie không,3 tháng trước,Táy Mướng,UCrWaJA5vQh1mE_H8xZcby5g,1,FALSE
,,,,,,
UgwKHyhiExsO_v6c6SJ4AaABAg,Cho mình hỏi tên phim gốc là gì vậy ạ,4 tháng trước,Hào Nguyễn Khánh,UCjJ5ouIdONbHmngzD9A2A8g,1,FALSE
,,,,,,
UgwCB88pZeMXbpwhENt4AaABAg,Mọi người cho mình hỏi tên chính của phim là dì  vậy,3 tháng trước,Hiền Nguyễn,UCIg0a8zibB5zLsi1343batA,1,FALSE
,,,,,,
UgymRzwQbnr6Olm_Ro14AaABAg,Phần 2 đâu,5 tháng trước,Cương Nguyễn,UCenFatLRQIWCObvuPGWOCmQ,3,FALSE
,,,,,,
UgxGZM9LVLUcEj2_ktV4AaABAg,hay qua,4 tháng trước,Thiện thu Nguyen,UCgmR-s1dmRXGoKWSGJok57w,1,FALSE
,,,,,,
UgyUH4gsnuYzKS1i1vJ4AaABAg,phim gì bạn gái của con trai còn già hơn cả mẹ ruộ,3 ngày trước,Văn Được Phạm,UCi_0L4sLz7smt3ABNvQi9oA,0,FALSE
,,,,,,
UgzlZ7TxoQfArhQVydJ4AaABAg,Phim đã dở lại lồng tiếng nghe nhảm cái lỗ tai quá !,4 tháng trước,Bắp Ngô văn,UCcOYd1hLndR0Gro7pEhP0wg,5,FALSE
,,,,,,
Ugyfa2XTH0fFEZdOBaZ4AaABAg,Lồng tiếng dở hơi quá,4 tháng trước,Tẩn San,UCclHr12rWDnbTU9Jk7wAUnA,0,FALSE
,,,,,,
Ugwzqqv3l-Qz_lWV_Il4AaABAg,Phim dở tệ. Thuộc loại phim dài tập,3 tháng trước,Hưng Gia,UCDPaJi3LNXYh_EO6W-HsSwA,0,FALSE
,,,,,,
Ugwy-aU97FSXBui7gst4AaABAg,T k BJK hay điểm nào...mang tên dòng nứoc tữ thần mà đéo thấy gj gọi là hay,3 tháng trước,Như ý Nguyễn,UCvGkd8QUO4VYswhW2ig-NTQ,1,FALSE
,,,,,,
Ugy0QpETt4cbkbr2uth4AaABAg,Phim như hịch,4 tháng trước,Duy Thanh Tạ,UCAeO98y1kiYCv07VsASq98A,1,FALSE
,,,,,,
Ugw2WUa7UxntW8bk6iF4AaABAg,Kênh toàn chiếu phim Nga. Phim như kịch!,5 tháng trước,Hát cho đời vui,UCcgb0_qzBSz2eHWwPKkaHhA,6,FALSE
,,,,,,
UgxxWMYsgrRarKuAs4F4AaABAg,Không có nghẹo nha ulatroy cái đứa truyền thông bẩn này!! Hứa bế tôi mà nó không bế á mọi người 😭😭,5 tháng trước (đã chỉnh sửa),Skyes Ch.,UCuij96uPPWEcakV7Xb_N1lg,114,TRUE
,,,,,,
UgyWMDNJAsdVFOCGoBF4AaABAg,88% cosplayer sẽ chọn cosplay makima hoặc denji🐧,5 tháng trước,HuyBocchi Senpai ,UCpUFlQaXS9gvLanZaM_E7lw,41,FALSE
,,,,,,
Ugy80nO4TEWeHKv1ZAZ4AaABAg,"Jeff ơi, ông tiếp tục cái series đánh giá anime tiếp đi. Tui muốn xem ông đánh giá về bộ Asobi Asobasw :))",5 tháng trước,Shirokuma Ch.,UC53ARvRJYKaX-2HUVFX_nqg,12,FALSE
,,,,,,
Ugyd4frolJuyxW3FHTJ4AaABAg,giọng ông nói trong lúc vừa nhai vừa nuốt ý nghe hài vc :))),5 tháng trước, người chơi server phong kiến ,UCfVF0k48cunVO3QmKNWigww,3,FALSE
,,,,,,
UgyGlKiWx4-UCGbcOWd4AaABAg,Nếu ae ko biết thì người đứng đằng sau Skyes là ad nguyệt bên tạp hoá comic,5 tháng trước,🐧 Zũng bị dính lời nguyền của đứa con Châu Á 🔧,UCkQCHGAcn80cxHpx_sFCl0A,12,FALSE
,,,,,,
Ugw46lbQjmL3VBpyDEp4AaABAg,Ra HN quẩy fes đi ông tôi cos Nino nắm tay ông đi khắp fes luôn🐧,5 tháng trước,Linh Đàm,UCyTIbPOonZA02Xrd4XIIkXQ,10,FALSE
,,,,,,
Ugzivvh6YenGEzNdFFh4AaABAg,Klq lắm nhưng chúc mừng ông chạm cỏ thành công. 🐧🐧🐧,5 tháng trước,Vũ Ngô Trần Long,UCVd4GO8kbOojJHokdkg3Fsg,11,TRUE
,,,,,,
UgyqcLWC72flNs4MnYF4AaABAg,10 tiếng của ông đc rút gọn trong 10 phút cho chúng tôi xem ;))),5 tháng trước,Hοα Đà,UC279jFeWWm8hejiRbfhelVA,1,FALSE
,,,,,,
UgyRhKlFVxhPf1A47WJ4AaABAg,ông thử đi riview sự kiện offline của genshin đê,5 tháng trước,Phu Nguyen,UCar8mcwzaOAcgbhpj7bRO1w,5,FALSE
,,,,,,
UgxwrjUfOI__qwwDjFZ4AaABAg,Vẫn ko đc đi đâu như anh ấy sướng ghê,5 tháng trước,naah,UC5OMoChynsznNz7TSLrNCFQ,2,FALSE
,,,,,,
UgxiNmkQG71a5N2IdIl4AaABAg,Cái lúc chuyển sang Conan không là chán nên về luôn. Ai dè lúc vừa ra combo trời mưa mấy đợt liền :(,5 tháng trước (đã chỉnh sửa),Duy Thái,UCWJq2srIUFK90ibw0r0uQDA,0,FALSE
,,,,,,
UgyfU0P6gxkKHyaxptV4AaABAg,"Hmmmm anh ơi, không liên quan đến vid lắm nhưng anh nghĩ sao về bộ land of the lustrous? Mong anh rep ạ 🙌✨",5 tháng trước,Moger,UCwG-Gi8EbKzd4Nvs4wDXnNg,1,FALSE
,,,,,,
UgwVi9u9mMweOchvhOl4AaABAg,Hello anh. Em hi vọng a có thể đầu từ về chất lượng của camera nhiều hơn 😊,1 tháng trước,Tùng Lâm Ngô,UCeZC5ajiWpU7VWQQAPFlO0w,0,FALSE
,,,,,,
UgzxQBQFJe5bdzy7bm14AaABAg,Năm ngoái Dép iu còn chê Tsundere mà giờ lại đi Fes để tìm ai cosplay Nino :0,5 tháng trước,Void Shiki's ALT,UCtcPP6opO4qxTswC7StGdgw,19,FALSE
,,,,,,
UgwqTUb4m0CrueiMIdx4AaABAg,"Ani fes lần này như show diễn của riêng CSM, fan đông vkl",5 tháng trước,Nguyễn Hoàng Sơn,UCamFv0LxSHVvrUish9TwX-Q,2,FALSE
,,,,,,
Ugy_lEVWI_O8TTIhuXx4AaABAg,"Nếu trong fes có người cosplay Nino, nhưng là đực thì ông sẽ sao nhỉ",5 tháng trước,Olyna Zen [Neon C] OPS,UC_tGoLPXWixhfXZnRLnWVuA,2,FALSE
,,,,,,
UgzQw01BrRdGVEzot_h4AaABAg,hành trình finding nino thật khó khăn :D,5 tháng trước,Sakurasou_,UCoeJyqt3XAy-h-gKxDG93iQ,2,FALSE
,,,,,,
UgyZQlx-BcqF99gPRQ94AaABAg,4:20 tôi đã thấy anh jett nhưng tôi lại meos nhận ra :)) tôi mặc áo len sọc gacha đc ichika thay vì nino,2 tháng trước,Vũ Vũ,UCy9T9pSyYyWBgRQxe5Ml5Bw,0,FALSE
,,,,,,
UgzvYwrROphJK4MQbDt4AaABAg,Tôi có thể hiểu cái cảm giác đi cả cái Fes ko thấy ai cos Waifu... Vì tôi đi hơn chục Fes rồi mà chả thấy ai cos Rita cả :),5 tháng trước,Thích chơi BDSM,UC2KMfH2vdrPDjVtCmdW9fOQ,6,FALSE
,,,,,,
UgyQCE2VFUPRGjU1imN4AaABAg,"Thiệt tình mình cũng đi lễ hội đóa mà tại sao ko thấy anh jeff đâu hết ,buồn quá",5 tháng trước,Dương Nhã Thy,UCcBqX-su2NfhDyQWJy8f7tw,0,FALSE
,,,,,,
UgywcMjKQaYsu-UjJXF4AaABAg,"Nhìn ngon thật , nhưng mà hiện tại không có gì phàn nàn với con ppw3 nên thôi :)",1 năm trước,nekotine,UCm_Toytu5DH-Zo5dfr-YMMg,11,FALSE
,,,,,,
UgxVCVwtFjwYpEc-3GN4AaABAg,"Mình vừa mới sắm, công nhận cầm sướng cả tay 🤗",4 tháng trước,Lê Bảo Châu,UCgn9shM8pZQlKRvHqMPN00g,2,FALSE
,,,,,,
UgyblA6GESiKPrXPzIV4AaABAg,ppw có thêm phím chuyển trang vật lý như voyage nữa thì trên cả tuyệt vời,1 năm trước,thich thanh,UCXDFIut37LArayrZSWDraoQ,1,FALSE
,,,,,,
UgySYl76hAkaek5_A0N4AaABAg,Cảm ơn bạn đã chia sẻ thông tin về máy. Tôi đã đặt mua và đây là lần đầu sẽ sử dụng máy kingdle luôn. Thanks.,3 tháng trước,Tai Le,UCdjdk2OhXK2I9cn-mvoNdFw,0,FALSE
,,,,,,
Ugwzq6Ygmu__UpHYww94AaABAg,"Dùng PPW4 và thấy con PPW5 này ổn ghê, tốc độ phản hồi nhanh hơn, to hơn, good
Tinh Tế cho mình hỏi là có swap đèn nền giữa trắng và vàng không?",1 năm trước,Nguyễn Mai Đông Hồ,UCTMbpw-XD78eyEMLjXnn1YQ,7,FALSE
,,,,,,
UgxxE7A_tG16RgTa9Gt4AaABAg,màn hình này mà so với màn hình nhám của ppw3 thì k biết cái nào tốt hơn nhỉ? con ppw 4 cũng vì cái màn hình mà k thích,7 tháng trước,tung hoang,UCr5gT4x44m_4T1kmGb9RhNg,1,FALSE
,,,,,,
UgxOY9w5a5VCyq7BgVl4AaABAg,Xin link mua khung tranh sau BG vs ad ơi ?,1 năm trước,DPN,UCqXvsF0mkL2YJfZVA9MGp9A,0,FALSE
,,,,,,
UgwSZesbFHdafcjQlAF4AaABAg,Cho e hỏi tải sách eBook ở đâu là ổn ạ. E tải mấy bản lậu trên google toàn thiếu hay chỉ được 1 nửa th ạ. Ai biết nguồn nào đáng tin cậy chỉ em với ạ😢😢,2 tuần trước,linh hoàng diệu,UCbzjJ-yLYJmHsnfFA1QHQvQ,1,FALSE
,,,,,,
UgxsVMUO8lDzgkmwBrJ4AaABAg,"6.8"": khá ngon: chán nhất cái khoản nhập liệu:",1 năm trước,GARI EVOLUTION SOCCER,UCwivSQ57beUxMLCfx--Rq_A,2,FALSE
,,,,,,
UgymqUS20hZKgS7wpAZ4AaABAg,"Light nobu rất thích điều này hehe
😂😂😂😂",1 năm trước,fan bmw,UC4Uu2xv5G84MSd1gKq_R3nw,0,FALSE
,,,,,,
UgzACqhXwU3sDl4NgWJ4AaABAg,Mua nhieu tiền vạy a . Mua ở đau ạ,1 năm trước,HOÀNG ƠI,UCV6UCQMc2iz_YjhBDOlApOg,0,FALSE
,,,,,,
UgxBHO0fm9J1ADAQvNB4AaABAg,"không có nút cứng thì nằm đọc bấm hơi khó, còn lại thì ngon :D",1 năm trước,Duy,UCSB2WGnd2jsFza_wLU69kvg,0,FALSE
,,,,,,
UgwyX_bx8WJvyfhzbGN4AaABAg,Để xem mấy tháng sau như nào đã :),1 năm trước,MR. UNBREAKABLE,UCwm49fswbCTuIdsBqyGh9nQ,1,FALSE
,,,,,,
UgyScnESbZBaC8eylrN4AaABAg,Ủa máy đọc sách đã dùng màn hình e-ink mà còn có ánh sáng xanh ? Mà kêu là giúp giảm bớt ánh sáng xanh ? (3:12),5 tháng trước (đã chỉnh sửa),Vy Vy,UC30kD-usRor7rt-8dSNFFLQ,1,FALSE
,,,,,,
UgwVjNrqdxtt_w8vB6Z4AaABAg,Con này với libra2 con nào ok hơn mọi người,1 năm trước,Việt Anh Hoàng,UCC3lnka4-xC_jgaahzLIMBg,0,FALSE
,,,,,,
UgxkHk-x8IG7q1YerZJ4AaABAg,cho mình hỏi là giữa ppw5 và oasis 2 mình nên chọn chiếc nào ạ,1 năm trước,Xuân Huy Vũ,UC_TYc9Bggnan_nrBjeg7TpA,5,FALSE
,,,,,,
Ugxw6N1vk6ELLc7b5s14AaABAg,màn hình e-ink cũng có ánh sáng xanh à,10 tháng trước,da vinhva,UCVhpD6fEu20gu2FRjn45eyg,1,FALSE
,,,,,,
UgyFyabdus1qmeDSKa14AaABAg,S k mua 1 con ipad hay tablet gì đó cho mượt mà còn đa dụng nhỉ,1 năm trước,Name No,UCjqesIXloTDb_6oATlm4b3Q,1,FALSE
,,,,,,
Ugx6VUhov-HiO8Qa5mN4AaABAg,1,1 năm trước,Hiep Le,UC8-XGZGVDelf2ByF_GcG3Qw,1,FALSE
,,,,,,
UgyM3QM3KBT_6KawI3B4AaABAg,nhìn lag vãi,1 năm trước, Tiêu Huy Vũ,UCscTc2tcjTvo9-uxh6ZcbUg,4,FALSE
,,,,,,
UgwVgIRCMV_ULL8Lvil4AaABAg,"Với số điểm 96 điểm metacritic kèm theo hàng loạt con 10/10 tại các tạp chí danh tiếng về game thì có lẽ danh hiệu GOTY năm 2023 này khó thoát được khỏi The Legend of Zelda: Tears of the Kingdom rồi anh em ạ :eyes-pink-heart-shape::eyes-pink-heart-shape::eyes-pink-heart-shape: Từ giờ đến cuối năm hiếm game nào có khả năng cân kèo, ngoại trừ Starfield của Bethesda (nếu không xịt) kkk. Btw, anh em thấy sao về Tears of the Kingdom? Nếu so sánh với BOTW thì hơn gì, thua gì? Anh em comment để lại ý kiến nhé!",2 ngày trước,Trực Tiếp Game,UCc_gMV4N9vJtpy7GcMUHaVw,350,FALSE
,,,,,,
Ugx75eQ_keY_zQxpt3x4AaABAg,"Đề nghị sếp chơi con này hãy khám phá hết cả nv phụ lẫn chính, kiếm hết đồ ngon, khám phá hết map và làm seri này thật dài nhé, yêu sếp :))",2 ngày trước,Nguyen Thang,UC0RjAI3bVGcXIG4GYVRUmAg,360,TRUE
,,,,,,
UgwassFaylm_BuzBN7h4AaABAg,Nhiều khi đang làm việc nhưng mở video của a Dũng để nghe voice a vừa chơi vừa giải thích cốt truyện vẫn rất cuốn.,2 ngày trước,Sarah Nguyen,UCLq26z717d7B74uaE1_8Pbw,38,TRUE
,,,,,,
Ugwz-jlB6uc-0m8qJHJ4AaABAg,"Chú Dũng nhớ khám phá hết thế giới này nha, cái hay nó nằm ở chỗ đó, cố gắng làm nhiều side quest để tụi con xem cho sướng, tìm kho báu nữa",2 ngày trước,Bo Trần,UCON2uxJjwQbpC8MvzhOpFug,12,FALSE
,,,,,,
UgxJeR1DNJJuvkiQ3AN4AaABAg,"=))) ngày trước cứ phải đợi 5-10p mới thấy anh Dũng vào chơi game cũng pực lắm. Mà giờ nghe đầy đủ, nghe tận hưởng. Nuốt từng chữ luôn. Nhớ những cả giọng bẩn của Đạt, tiếng nhóp nhép khi đến đêm chơi game với lão Dẽo. Tiếng la hét thất thanh của Vũ xen cùng những tiếng cười bỉ ổi của lão Dẽo và Đạt. Hy vọng rằng có thể thấy 3 anh co-op với nhau chơi lại Garry Mod dù chỉ 1 lần ạ.",2 ngày trước,Moneeka,UCGWY6K3QbBRUs322WAOdtBg,4,FALSE
,,,,,,
UgxXkbxaBYJKWPdM_kN4AaABAg,"Biết đến anh Dũng khá muộn, chỉ kịp xem vài tháng trước khi anh nghỉ stream nhưng rất thích và nể kiến thức lịch sử, xã hội của anh. Bây giờ vẫn hay xem lại series tâm sự đêm khuya của anh, nghe anh giải đáp những câu hỏi mà đôi khi thấy mình ở trong đó. Chúc anh luôn luôn vui vẻ. 
Btw, vẫn nhớ kênh chat nimo và ""Khỏe không anh em?""",1 ngày trước,Tung Pham,UCfZ2ObgsHcIS_aRadXgAxgw,1,FALSE
,,,,,,
Ugz9rCdtEkmhL74UU_N4AaABAg,"Những lần siêu phẩm ra mắt lại nhớ vế những buổi stream sau 10h tối,anh em cùng nhau mong ngóng,anh Dũng cũng cùng anh em hồi hộp từng giây phút phá zin một tựa game mới,thật sự rất nhớ cảm giác đó,nhớ nhiều lắm 😅😅😅 !!!",2 ngày trước,Thập Thò,UC3AxYZt-rv3ZSnB4wmIOejA,74,FALSE
,,,,,,
Ugw7bzoBZnfsj4xvSnN4AaABAg,game đã đỉnh mà còn đc xem anh Dũng chơi thì hết nước chấm =)),1 ngày trước,Tien Do,UC8MiTrlvS1FrTFCHUMZqHwg,0,FALSE
,,,,,,
Ugyv4-Ypb4ml33vuH9F4AaABAg,Chúc chú Dũng mãi khoẻ để còn chơi game cho ae xem hê hê hê hê hề 🔥,2 ngày trước,YeoJ,UCQys5dC3qC9TnGTKQxiAnhQ,2,FALSE
,,,,,,
Ugxougtd_dep8WhZ8Hl4AaABAg,Game đồ họa đẹp lắm chú Dũng iiii ❤,2 ngày trước,Trần hà nhân Hoà,UCekCn_45_siGqHVbjMTUvYw,4,FALSE
,,,,,,
UgwFcmgHBrremtBtCFx4AaABAg,"Gần 3h đồng hồ mà nhanh như chớp mắt, từ hồi GOW5 đến giờ mới có tựa game hay khiến em xem mà quên luôn cả thời gian. Và chắc chỉ có xem anh Dũng mới cho em cảm giác thời gian qua nhanh như vậy.",2 ngày trước,Góc nhà Lê,UCtWUOGiplgwTqLsX9dfKYKQ,1,FALSE
,,,,,,
UgxJFsaHyo358ucACBx4AaABAg,Chúc anh dũng sức khoẻ còn ra nhiều cờ líp cho ae xem hê hê hê 🎉❤,2 ngày trước,Huy dinh,UC9Csu28OEZjqyFYEFYfBOdw,14,FALSE
,,,,,,
UgykrTkRx26ANPZlYEB4AaABAg,"Độ sáng tạo của mấy anh nhật thì đúng là nhất hạng cmnr,game quá hay",1 ngày trước,Bích Phượng Nguyễn,UC0iYsUAYYOkTdvXysnQxCIw,1,FALSE
,,,,,,
Ugw7Ji54jDTEsfT_cAZ4AaABAg,Còn gì bằng một tựa game Siêu Phẩm được chơi trên kênh TTG 😂❤,2 ngày trước,Love,UCZE3z4ri8BQr6qaq4cEQoBA,28,TRUE
,,,,,,
Ugx6O6FfHmgALxisnnt4AaABAg,Vừa thi cuối kỳ xong đang không biết làm gì thì anh Dũng lên quả video gần 3 tiếng này. Quá tuyệt vời ❤🎉🎉,2 ngày trước,Vỹ Lê,UCmC6jhVf6rcgDmVzSrAivQg,27,TRUE
,,,,,,
UgzkMyBYf7E3m_--ZGN4AaABAg,gần thi đh rồi vẫn cố xem vd của anh vì nó cuốn thật sự .Mong có một ngày anh sẽ stream trở lại ❤,2 ngày trước,Hiếu Nguyễn Đình,UCvwKujRrPVvMQnw79PmEkaQ,0,FALSE
,,,,,,
UgwbS0otMhQqLbd8BlJ4AaABAg,"Hôm nay tôi cũng đã mua con TOTK về chơi chơi đc 3 tiếng tôi mới dám quay vào đây xem của ông Dũng =“)))) nchung vẫn nghiện xem ông chơi, nhớ ngày trc xem ông live BOTW vui vđ",2 ngày trước,Kiên Nguyễn,UC3QqbhMBNpp2_yXO-zTxAXg,3,FALSE
,,,,,,
UgxEWzn7T5o1jMBMoKh4AaABAg,Toẹt cmn vời a ei. Mong a có thể hoàn thành 100% con game chiến này !!!,2 ngày trước,Hưng Ngô,UC6P7Qyxip5pyWYXdxtT5HmA,0,FALSE
,,,,,,
UgyhujgAH0JhMdWpGmp4AaABAg,"Bản này cứ gắn 1 cái gì đó vào là vũ khí gốc ko bị hỏng, mới cả khoản mix đồ tự do nên game trở nên rất thú vị. 😃",2 ngày trước,Nguyễn Quý Tú,UC1u0xvOML0S6pGPmylO4Vfw,1,FALSE
,,,,,,
UgxIAjJMYLkXAhgRrY94AaABAg,"Game hay quá anh ơi !!!
Quả lượn dù đỉnh thật sự... sẩy chân ngã ko chết 🤣",2 ngày trước,Đoàn Hiếu,UCM3Lc1LRBI9XJfOJq9LcW9g,1,FALSE
,,,,,,
Ugz8Uyo_9L5yGuy_fGh4AaABAg,80% độ hấp dẫn của MV là do cha quay phim 😂,3 năm trước,Sáng Sỉn,UC866Ze9mt8UIrSJeyhJ8PYA,3 N,FALSE
,,,,,,
UgyM9RZYSDtub08kKMx4AaABAg,Nhóm này tuyển được cameraman phải gọi là rất đáng đồng tiền. Dạo mấy nhóm rồi thấy nhóm này có đầu tư nhất ❤️,3 năm trước,Maude,UCTjJrmxJ1rGFmlUD_YpLa5g,"4,3 N",FALSE
,,,,,,
UgzGrmoedQMOxT_aAXZ4AaABAg,"The song beat is so good,
Dancers are great,
Cameramen you're amazing!
Editor you're best 😭",3 năm trước,Nun Bi,UCw49zUPkKKZ1qK45bVchVfQ,256,FALSE
,,,,,,
Ugw7zWkzCO7vhl6WvCN4AaABAg,Wooah me encantan las canciones de MTP,2 năm trước,Heidy Centeno🇲🇽,UCcIHU3u7kerm_t092Jq8DaQ,241,FALSE
,,,,,,
UgzU4wqpOGotHwdHEpl4AaABAg,"Nhóm nhảy rất đều, đẹp và người tập cũng đẹp. Chúc nhóm thành công hơn nữa",2 năm trước,Hà Đào Hoàng,UCiY56GoFHVKyfmf0ztWQbwQ,34,FALSE
,,,,,,
UgyjhwZcxJJupl-fSK14AaABAg,"watched a lot of dances for this song and i must say that this is one of my two favorites. there r songs that fit for a lot of dances but this song isn’t one of them, so i’m really picky about the choreographies for this song, but this group is just amazing!! i love it so much, keep up the good work y’all!❤️❤️",3 năm trước,Zena,UC6_0OII-U4DOe5jTG9EKEiw,24,FALSE
,,,,,,
UgwGhj2Rak7sGCK5nmt4AaABAg,Beautiful ♥️🇧🇷,3 năm trước,Evelin Brasil Lopes,UCyJ4X5AqTH8TkUYJ1zyqBEA,120,FALSE
,,,,,,
UgyK7gB1XgkaFgiY5Fl4AaABAg,wow it's great to have a cover dance Give it to me' . I really like the song and the group who danced very well 'loves Vietnam !!! 🇻🇳,3 năm trước,Kayyo Remix,UC4omb3WErGJ6GWEBhuhghcQ,67,FALSE
,,,,,,
UgxXykQKPe6FQlDeKL14AaABAg,Cameraman đỉnh kinh khủng. Chúc nhóm luôn ra nhiều bản dance cover tuyệt vời hơn nữa nhe.,3 năm trước,Phạm Đức Dũng,UCFSbxpWKhVJtKv7dLtjbsQA,19,FALSE
,,,,,,
UgyABf-bc5XmkAPQkUp4AaABAg,"omg this is so good, I love this song and was really hoping I’d find a video of y’all covering it! 💙",1 năm trước,Dương Đặng Hữu,UCdewORHJh2edZQff3sndOtA,14,FALSE
,,,,,,
UgzWS420RXD-2MG4zAd4AaABAg,Wowwwww this was so cool! I loved everyone's facial expressions and powerful movements. Amazing choreo!,2 năm trước,Cathy Nu,UCUqEFSpbkhyDXKbqlvsEZ0g,115,FALSE
,,,,,,
UgyPsSwM7WKQddlCg0x4AaABAg,Nhóm nhảy đỉnh cực kì ❤ xem mãi mà vẫn thấy chưa chán,3 năm trước,Bảo Trân Trần Hồ,UCY0bPScOUI2CgxYSMvXQHvQ,14,FALSE
,,,,,,
UgzuGRjnLKf93qV5ZGx4AaABAg,"Music/lyrics = A+
Choreography  = A+
Overall  score = 👍💗💗💗💗💗💗💗💗💗💗",3 năm trước,Gustaf Eibel,UCpC2dFMpOS5k9NMDguWQMmw,18,FALSE
,,,,,,
UgzO9MhYK6ANKtmyzMJ4AaABAg,"Bài nhảy thật tuyệt! Trẻ trung, sôi động, nhiều màu sắc, và rất biến hoá .nếu xem trên ko gian rộng lớn hơn như  tivi, máy chiếu độ phân giải cao thì sẽ thấy vô cùng choáng ngợp. Với điệu quẩy cực sung trên phố đi bộ đã rất xuất sắc rồi, nhưng với riêng cá nhân tôi thì bài nhảy này có phần còn lôi cuốn hơn. Cảm ơn C.A.C rất nhiều!
 (Mà hình như cô Mỵ là bạn học sinh ngồi ở bàn bên trái đúng ko mọi ng nhỉ?)",3 năm trước,Hoang Anh Tuan,UCGf14iI4K5wDWLjAZNKj9oQ,22,FALSE
,,,,,,
Ugyih5qeaKGcdj_5j4h4AaABAg,"Đây là 1 sản phẩm thực sự chất lượng, có đầu tư kỹ càng về nhiều mặt. Mong nhóm sẽ tiếp tục tạo ra những sản phẩm tốt như thế này để người xem cảm thấy mãn nhãn.",3 năm trước,IMPOSSIBLE,UCP-x9kRhRcgewp5z2W4snDw,8,FALSE
,,,,,,
Ugx_uanFDiCiAX25l2l4AaABAg,I hope you'll  guys will go in world dance championship this year and eill represent vietnam there ❤ you all are amazing and Vietnam is really beautiful ❤,3 năm trước,Astha,UCGtjZRDna-S_mSeiHBqGdbg,568,FALSE
,,,,,,
UgyQ3UnVsFjYhazMwEx4AaABAg,"This is my fav dance video of all time, i have watched it too many times and it still great like the first time💘💘",1 năm trước (đã chỉnh sửa),Zhr J,UCcnCzU9GEC2zCB4f_-ParJg,11,FALSE
,,,,,,
UgxXnvZTlrRv3SRNyTF4AaABAg,"Nhóm nhảy hay quá đi!!!! Mà cameraman cũng có tâm nữa, quay đẹp quá trời luôn. Suy nghĩ concept cũng rất độc đáo.",3 năm trước,Kimbap Min,UCucy2AT_h4uKWZIeRiZiEgg,7,FALSE
,,,,,,
UgzSss4MOwSBBwXase14AaABAg,Very relaxing to watching them and they are making huge effect and love it,2 năm trước,Petula Harvey,UCtT0cMhT5jKW1pExs3TWYpQ,27,FALSE
,,,,,,
Ugzi679G2uHhG3ETLIN4AaABAg,OMG I like your dance. You can dance beautiful much.❤,3 năm trước,Run9719,UCOJ5ByLO8br8DBkUAiqtWMA,689,FALSE
,,,,,,
UgyO696m1mBXKzKIb0B4AaABAg,"Sự ủng hộ của các bạn chính là động lực để mình tiếp tục làm thêm các video tương tự!!
Link tải map:https://drive.google.com/file/d/1ELVDbFXOwaZHLyvFH9Y_8vQdd-dwW3Mz/view?usp=share_link",2 tuần trước,dacvucat: re,UC2FYyJdfRp-38CywC7Qss7w,9,FALSE
,,,,,,
UgzluUnFBmX1c5DZG9J4AaABAg,"Tôi thích cách anh ấy đưa ra từng lời giải một cách rất rõ ràng và dễ hiểu, dù toàn là những kiến thức mới mẻ nhưng tôi xem mà không cần phải pause. +1 tâm huyết cho anh bạn. Hy vọng sẽ có thật nhiều Escape Room trong tương lai.",3 tuần trước,Hiro,UCVV7gldWaDo9DOpAClCH72w,46,TRUE
,,,,,,
Ugwf4wXN5Q10yPIBACV4AaABAg,"Ơ đây rồi, content cuốn sẵn. Làm còn hay hơn .thấy xong tỉnh cả ngủ nhưng vẫn phải để sáng thưởng thức trọn vẹn 🐧☕",3 tuần trước,𝚨𝐞𝐠𝖎𝑺 - Kẻ Nói Đạo Lý 🔧,UCAJt9aOXnLP1VdkoJRgfoiA,13,FALSE
,,,,,,
UgxbPar3LuMRLccq3RR4AaABAg,"I had a very good idea, i used F5, see using F5 gave me a whole new perspective and i was able to see a item frame I couldn't have seen before =)))",3 tuần trước,Lotus4Ever,UCVpbhB5DnyIQnefq6w5o_MA,24,FALSE
,,,,,,
Ugz7jR8_r8_RlCdx-1V4AaABAg,"Content này cuốn quá Cat ơi, tiếp tục phát triển nhé, chờ ra chapter mới hàng tuần",2 tuần trước,MinhPP,UC3GK1fd5zvvBB2wwJkUFxzQ,2,FALSE
,,,,,,
UgwbnI0W0ZB4Wo-jX254AaABAg,Content này kết hợp với chất giọng của ad và chúng ta có 1 video tuyệt vời ❤,3 tuần trước,Kn Dt,UC_NN35lG7Z-WwBt0LlMDWsg,5,FALSE
,,,,,,
UgzW0a7mwz0xxxZpxWt4AaABAg,"Đến hôm nay, tôi đã xem video này gần 50 lần. Thật đấy. Content rất cuốn và hay, mong cat sẽ mãi làm những content thế này. Chỉ biết thán phục cat vì cat có thể nghĩ ra một content rất rất hay ;). Chúc cat thành công hơn từ một bước đi mới😊",2 tuần trước,#Cà Rốt#,UCHVaeRdLcWQLo9X4ad3Hg7w,3,FALSE
,,,,,,
